"COMPANY_NAME"	"IS_DEALER"	"ACCOUNT_CODE"	"POSTAL_ADDRESS"	"STATEMENT_EMAIL"	"STATEMENT_FAX"	"STATEMENT_DELIVERY"	"COMMISSION"	"DAYS_TO_PAY"	"M_CURRENCY"	"LAST_CLOSE_BALANCE"	"LAST_CLOSE_CURRENCY"	"LAST_CLOSE_MONTH"	"COMMISSION_BUDGETLINER"	"COMMISSION_SLEEPLINER"	"CONTROLLER"	"COUNTRY"	"EXPORT_DEBTORS"	"IS_CURRENT"	"VAT_NUMBER"	"DEBTOR_TYPE"	"BILLING_PERIOD"	"STATEMENT_DETAILS"	"ACC_CONTACT_PERSON"	"DATE_CREATED"	"RELATED_PARTY"	"LAST_UPDATED"	"LAST_SYNC"	"SAGE_SITE"	"CC_ACCOUNT_NO"	"COMMISSION_BAGGAGE"	"INV_CUTOFF"	"TERMS"	"CREDIT_LIMIT"	"PAYMENT_DATE"	"CUTOFF_DAY"	"PAYMENT_DAY"	"NORMAL_LIMIT_APPROVED_BY"	"SPECIAL_CREDIT_LIMIT"	"SPECIAL_LIMIT_APPROVED_BY"	"SPECIAL_LIMIT_EXPIRY_DATE"	"SHOPPING_BASKET_RESTRICTION"	"STATEMENT_REMINDER"
"Favors Cathedral Church SA"	"N"	"FCC001"	"352 Buitekant Street, 
Pretoria West, 
0001"	"NomondeMasokameng@mtn.co.za"	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	"Pastor JM Khoza"	11/MAR/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ETT001"	"Y"	"ETT001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	20/MAR/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"African Dune Investments 165 (Pty) Ltd t/a CTS"	"N"	"CTS001"	""	"annebelm@gmail.com"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	"NOBBIE MARAIS/ANNEBEL"	24/MAR/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"AtoZ Travel and Adventures"	"Y"	"1767"	"1 Unie Street
Panorama
Beaumont
Parys
Free State
9585"	"eben@aztravel.co.za"	""	"E"	10	7	"S.A. Rand"		""		0	0	"Z"	"S"	"Y"	"Y"	"Not registered"	"B"	"W"	"N"	"Eben Coetzee"	08/JUL/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"UNI005"	"Y"	"UNI005"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MWELELA FUNERAL SERVICES"	"Y"	"1768"	"P.O Box 96
Mthatha
5099"	"mwelela@webmail.co.za ;  mwelela@gmail.com"	"0865600998"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"Y"	"Johnson Mwelela"	19/MAY/14	"N"	27/MAY/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"AUD001"	"Y"	"AUD001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Window tours & transfers"	"Y"	"WIN001"	"Mobile: 0827772836"	"roshni@windowtours.co.za"	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Roshni Hari"	02/MAY/14	"N"	16/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SAA002"	"Y"	"SAA002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	05/MAY/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"KT001"	"Y"	"KT001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	19/MAY/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ISI001"	"Y"	"ISI001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	09/JUN/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Order Free Gardeners"	"Y"	"ORD001"	"Physical Address:
30 Festival Street
Jamestown
Stellenbosch
7600"	"mwsamo@mweb.co.za"	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	"The Secretary"	17/JUN/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"KYL001"	"Y"	"KYL001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	20/JUN/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Unlimited Promotions and Events CC"	"Y"	"UPE001"	"Physical Address:
Unit 5 Observatory Park
3A Howe Street
Observatory

Mobile: 0727966674"	"Kieran@unlimitedpromotions.co.za"	"0865374162"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4510254909"	"C"	"W"	"N"	"Kieran Hedges"	20/JUN/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MOS002"	"Y"	"MOS002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"KA001"	"Y"	"KA001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"LRU001"	"Y"	"LRU001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	09/JUL/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"FTS001"	"Y"	"FTS001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	21/JUL/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"AGS001"	"Y"	"AGS001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Typetrack Investments"	"Y"	"1775"	"378 Squire Cumming Road Victoria Falls, Total Service Station, Cnr Livingstone Way/Mallet Drive"	"faraigweks@gmail.com, betafarai@yahoo.com"	"013 44414"	"E"	10	7	"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	"BPN200135763"	"B"	"W"	"Y"	"Farai Gwekwerere"	22/JUL/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Bernard Mostert"	"N"	"BER001"	""	"bernard@atticus.co.za"	"086 402 9604"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"BERNARD MOSTERT"	22/JUL/14	"N"	18/JAN/17	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"BOX001"	"Y"	"BOX001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"IC Marketing PTA"	"N"	"JOZI01"	"Contact name: Gabriel Banda"	"desmond@intercape.co.za"	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	"Desmond Veeran"	20/OCT/11	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Travel With Flair Cape Town"	"N"	"TWF002"	"P O Box 621
Green Point
8051 South Africa

Hill House 43
Somerset Road
Green Point 
8051"	"charleneb@twfcpt.co.za, denise@twfcpt.co.za"	"0214191345"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	"Charlene"	17/JUN/14	"N"	06/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ALT001"	"Y"	"ALT001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MUS001"	"Y"	"MUS001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	07/AUG/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Computicket Zambia"	"Y"	"2009"	"011 3408100

 Michelle Breytenbach
or Caren"	"carenc@computicket.com"	""	"E"	13	7	"Zambia Kwacha"		""		0	0	"A"	"A"	"Y"	"Y"	""	"B"	"W"	"N"	""	18/AUG/14	"N"	30/MAR/16	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"UC001"	"Y"	"UC001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	12/AUG/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MDC001"	"Y"	"MDC001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"NWU001"	"Y"	"NWU001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ESM001"	"Y"	"ESM001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CON003"	"Y"	"CON003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"TEA001"	"Y"	"TEA001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"PTA Depot (Pula)"	"N"	"0308"	""	""	""	"N"	0		"Botswana Pula"		""		0	0	"C"	"B"	"Y"	"Y"	""	"O"	"M"	"N"	""	10/SEP/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"LAM001"	"Y"	"LAM001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Intercape Botswana Bus Services (Pty) Ltd"	"N"	"BOT01"	"P.O. Box 618
Bellville 
7535"	"adre@intercape.co.za"	""	"E"	0	30	"Botswana Pula"		""		0	0	"A"	"B"	"Y"	"Y"	"C05041701112"	"X"	"M"	"N"	"Adre Zandberg"	11/SEP/14	"I"	24/JUL/19	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Intercape Ferreira Mainliner (Pty) Ltd"	"N"	"IFM01"	"P.O. Box 618
Bellville
7535"	"adre@intercape.co.za"	""	"N"	0	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4030240818"	"B"	"M"	"N"	"Adre Zandberg"	11/SEP/14	"I"	27/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ROCAFORCE (Pty) Ltd"	"N"	"ROC002"	""	"rocaforce@mweb.co.za"	""	"N"	0	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	"Christina Vavara"	11/SEP/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"South African Women Entrepreneurs Network (SAWEN)"	"Y"	"SAW001"	"Physical Address:
13 MSK House
cnr Buitengracht & Riebeeck Street
4th Floor Room 403
Cape Town

Postal Address:
P.O Box 722
Cape Town
8000

Cellphone: 073 7363316
Telephone: 021 4255017"	"Pinoki@sawen.org.za"	"021 4215114"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Pinoki Twala"		"N"	29/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Augrabies Extreme Marathon"	"Y"	"AEM001"	"Physical Address:
94 High Street 
Mossel Bay
6506

Cell no: 0833097755
Tel:044 6903420

Postal Address:
P O Box 2811
Mossel Bay
6500"	"nadia@extrememarathons.com"	"086 609 7755"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Nadia Arndt"	26/SEP/13	"N"	13/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Home of Compassion Ministries"	"Y"	"HCM001"	"Cnr Rhine & Eindhoven Roads
Eindhoven
Delft
7100

cell nr: 0837706784/0744355786

Postal Address:
P.O Box 3102
Delft
7102"	"marlene@zaos.co.za"	"0219553353"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Delecia George/ Marlene Lamber"	09/JUL/12	"N"	17/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Saliet Fidei (Pty) T/a Sure Swartland Travel"	"Y"	"1526"	"125 Voortrekker Road
Malmesbury
Cape Town

VAT Number:4080159611"	"martmarie@galileosa.co.za"	"0866829202"	"E"	12	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4080159611"	"B"	"M"	"Y"	""	15/MAR/06	"N"	16/APR/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"TELEFLEX MEDICAL"	"N"	"MED001"	"PO BOX 11288
BLOUBERGRANDT
7441"	"capetown@teleflex.com"	"021 557 9729"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	04/NOV/11	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mthatha Anglican Diocesan Choir"	"Y"	"MAD001"	"Postal Address:
26 Jafta Street
Northcrest
Mthatha

Physical Address:
26 Jafta Street
Northcrest
Mthatha

Mobile: 072 174 2473"	"bukelwamag@gmail.com"	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	"Bukelwa Magqashela"	30/JUL/13	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"LYN001"	"Y"	"LYN001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"LIVE AFRICA LLC"	"N"	"LIV001"	"13244 Woodinville Redmond Rd NE, Redmond WA, 98052, USA"	"steve@betzfamilywinery.com"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	05/APR/13	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HUI001"	"Y"	"HUI001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HAN001"	"Y"	"HAN001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"GDG TRANSFERS"	"Y"	"GDG001"	"62 Okkerneut Ave
Edleen
Kempton park 
1619"	"shaundyzl@vodamail.co.za"	"086 503 8828"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	06/FEB/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"GAFFLEYS COACH TOURS (PTY)LTD"	"Y"	"GAF001"	"51 Manhattan street
Airport Industria
7490

021 386 5667"	""	"021 386 5671"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"NICOLE GAFFLEY"		"N"	14/APR/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Free State Cheetahs (Pty) LTD"	"N"	"FSC001"	"Posbus 15
Bloemfontein
9300"	"peet@fsrugby.co.za"	"0514301735"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4360168837"	"C"	"W"	"N"	""	19/OCT/11	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"FPS001"	"Y"	"FPS001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"DLA GROUP (Pty) Ltd"	"N"	"DLA001"	"P.O. BOX 2077
Jukskei Park
2153

011-7044646
Account closed"	"deryse@dlagroup.co.za"	"011-7044645"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	31/JAN/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"DES001"	"Y"	"DES001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	23/APR/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CTT001"	"Y"	"CTT001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Johannesburg Correctional Centre B Club"	"N"	"CS0002"	"Johannesburg Prison Medium B
9 Main rd
Meredale
Johannesburg
2097
Not VAT registered"	"Mogadile.Edwart@dcs.gov.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	08/AUG/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CLINIX VICTORIA PRIVATE HOSP"	"N"	"CPH001"	""	"nsegwe@clinix.co.za"	"018 381 1457"	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	01/NOV/11	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Cape Corporate Tourism"	"Y"	"CCT001"	"Delvin 082 873 6223"	"delvin@telkomsa.net"	""	"E"	0		"S.A. Rand"		""		0	0	"B"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	27/JAN/12	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Brandcliff House"	"N"	"BDH001"	"185 Cornelis Street
Fairland
Johannesburg    
South Africa
"	"office@brandcliffhouse.co.za"	"086 571 1079"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	""	19/OCT/11	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"BDF001"	"Y"	"BDF001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ANTONNEKE"	"N"	"AT002"	""	"antonneke@intercape.co.za"	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"ANTONNEKE"	27/MAY/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"AFA001"	"Y"	"AFA001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	07/FEB/13	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS MSB Office"	"N"	"RCS402"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS Pietermaritzburg"	"N"	"RCS502"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS Queenstown - Office"	"N"	"RCS204"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS CPT Station Office"	"N"	"RCS102"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS PLZ Flemming Street"	"N"	"RCS201"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	21/DEC/17	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS BFN Office"	"N"	"RCS105"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS UTN Office"	"N"	"RCS104"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS PTA Office"	"N"	"RCS302"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS DUR Station"	"N"	"RCS501"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS ESL Office"	"N"	"RCS203"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS JNB Station"	"N"	"RCS303"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS Head Office"	"N"	"RCS101"	"PO BOX NOTHING"	""	""	"N"	0		"S.A. Rand"		""		0	0	"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	14/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS PTA Depot"	"N"	"RCS301"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS BEL Office"	"N"	"RCS103"	""	"bellville@intercape.co.za"	""	"N"	0		"S.A. Rand"		""		0	0	"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	23/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS King Williams Town"	"N"	"RCS205"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS Mthatha - City"	"N"	"RCS207"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS Queenstown - Station"	"N"	"RCS106"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"RCS Mthatha"	"N"	"RCS206"	""	""	""	""			"S.A. Rand"		""				"C"	"S"	"N"	"Y"	""	"O"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"BON001"	"Y"	"BON001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	03/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"KAP001"	"Y"	"KAP001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Cape Diamond Tours & Incentives"	"Y"	"CAP003"	"Physical Address:
Chiappini Square
17 Chiappini Street 
Cape Town  8001

Mobile: +27 82  867 6146"	"funda.sarialan@africandiamondtours.co.za"	"+27 21 409 1651"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"W"	"N"	"FUNDA"	13/AUG/14	"N"	19/OCT/16	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Orbibyte (PTY) Ltd t/a Colesberg 1 stop"	"N"	"MER001"	"Posbus 267
Colesberg
9795

Physical Address
Engen Garage
N1 Highway
Colesberg
9795

N1 Colesberg
VAT no: 442 011 4771
Kontak persoon: Sammy Holiday
Kontak nommer:051 522 6894"	"shollidayza@yahoo.com, colesberg@peg.co.za"	"0517530513"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4930254307"	"C"	"M"	"N"	"Sammy Holiday"		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"DRI001"	"Y"	"DRI001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	29/AUG/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SAI001"	"Y"	"SAI001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CAPE HORIZONS TRANSPORT CC"	"Y"	"CAP004"	"P.O Box 50966
WATERFRONT
2001

Cell: 0827798031"	"belinda@mice.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Belinda Gird"		"N"	07/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Welcome Tours International"	"Y"	"WEL001"	"Tel: +92.21.3582.3082"	"mahmood.khan@wti-tours.com"	"+92.21.3582.3081"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"MAHMOOD A. KHAN"		"N"	18/JAN/17	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"PHU002"	"Y"	"PHU002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
